Language,"Source Text","Bing Translate #1","Bing Translate #2","Bing Score (RTT with similar_text)","Bing Score (RTT with meteor)","Google Translate #1","Google Translate #2","Google Score (RTT with similar_text)","Google Score (RTT with meteor)","Yandex Translate #1","Yandex Translate #2","Yandex Score (RTT with similar_text)","Yandex Score (RTT with meteor)"
﻿en-ms,"the entire event is under the auspices of Bohuslav Svoboda .","Sekiranya keseluruhan adalah di bawah naungan Bohuslav Svoboda.","If the whole is under the auspices of Bohuslav Svoboda.",0.83478260869565,0.71459288990826,"keseluruhan acara itu berada di bawah naungan Bohuslav Svoboda.","the whole event was under the auspices of Bohuslav Svoboda.",0.89075630252101,0.68807339449541,"seluruh acara di bawah naungan Bohuslav Svoboda .","the whole event under the auspices of Bohuslav Svoboda .",0.89655172413793,0.78944387812889
﻿en-ms,"he believes UBS has grown too big .","Beliau percaya UBS telah berkembang terlalu besar.","He believes UBS has grown too large.",0.87323943661972,0.74542897327707,"beliau percaya UBS telah berkembang terlalu besar.","he believes UBS has grown too big.",0.98550724637681,0.87574270214415,"dia percaya UBS telah berkembang terlalu besar .","he believes UBS has grown too large .",0.91666666666667,0.86479591836735
﻿en-ms,"214 cyclists came to Illmensee to take on the circuit .","penunggang basikal 214 datang ke Illmensee untuk mengambil di litar.","cyclists 214 came to Illmensee to take at the circuit.",0.88073394495413,0.75489862951637,"214 penunggang basikal datang ke Illmensee untuk mengambil litar.","214 cyclists came to Illmensee to take the circuit.",0.9622641509434,0.8179012345679,"214 basikal datang untuk Illmensee untuk mengambil sirkuit .","214 the bike came to Illmensee to take the circuit .",0.8411214953271,0.85227272727273
﻿en-ms,"the country 's Highway Trust Fund is broke .","Tabung Amanah lebuh raya di negara ini adalah pecah.","Highway Trust Fund in this country is broken.",0.62921348314607,0.41797752808989,"Tabung Amanah Lebuhraya di negara ini rosak.","The Highway Trust Fund in this country is broken.",0.66666666666667,0.47376543209877,"negara 's Lebuh raya Dana Perwalian patah .","the country 's Highway Trust Fund is broken .",0.98876404494382,0.88194444444444
﻿en-ms,"the United Nations is to start work immediately on a new set of goals to replace the millennium development goals .","Bangsa-Bangsa Bersatu adalah untuk memulakan kerja serta-merta menetapkan matlamat untuk menggantikan matlamat Pembangunan Milenium baru.","The United Nations is to commence work immediately set a goal to replace the new millennium development goals.",0.85333333333333,0.70416289251208,"Pertubuhan Bangsa-Bangsa Bersatu (PBB) akan mula bekerja dengan segera pada satu set sasaran baru untuk menggantikan matlamat pembangunan milenium.","The United Nations (UN) will soon start working on a new set of targets to replace the millennium development goal.",0.83478260869565,0.64349184649937,"Pbb untuk mulakan kerja dengan segera pada satu set baru gol untuk menggantikan pembangunan milenium gol .","Un to start work immediately on a new set of goals to replace the millennium development goals .",0.90995260663507,0.81590692543002
﻿en-ms,"eye witnesses reported seeing a shooter with a gun in one of the departure lounges .","saksi-saksi mata melaporkan melihat penembak dengan sepucuk pistol di salah satu lounge berlepas.","eye witnesses reported seeing the shooter with a pistol in one of the departure lounge.",0.91228070175439,0.75378661010011,"saksi mata melaporkan melihat penembak dengan pistol di salah satu lounge berlepas.","Eyewitnesses reported seeing firearms with a gun in one of the departure lounges.",0.8969696969697,0.66773701110702,"saksi mata melaporkan melihat seorang penembak dengan pistol di salah satu berlepas ruang istirahat .","witnesses reported seeing a shooter with a gun in one of the departure lounge .",0.96932515337423,0.87921961237325
﻿en-ms,"the U.S. Senate approved a $ 90-million project .","Senat Amerika Syarikat meluluskan projek $ 90 - juta.","United States Senate approved the project $90-million.",0.66019417475728,0.28409090909091,"Senat A.S. telah meluluskan projek $ 90 juta.","U.S. Senate has approved the $ 90 million project.",0.84848484848485,0.33333333333333,"Senat AS meluluskan $ 90-juta projek .","The U.S. senate approved a $ 90-million project .",0.95918367346939,0.95610425240055
﻿en-ms,"I find it fascinating to see what people do to console themselves .","Saya dapati ia menarik untuk melihat apa yang orang lakukan untuk memujuk diri.","I found it interesting to see what people do to persuade themselves.",0.81481481481481,0.63786008230453,"Saya merasa sangat menarik untuk melihat apa yang orang lakukan untuk menghibur diri mereka sendiri.","I find it very interesting to see what people are doing to entertain themselves.",0.76190476190476,0.62812176043728,"Saya merasa menarik untuk melihat apa yang orang-orang lakukan untuk menghibur diri .","I find it fascinating to see what people do to entertain themselves .",0.91176470588235,0.91586538461538
﻿en-ms,"the man wanted to replace a heating sensor .","lelaki itu ingin menggantikan sensor Pemanas.","the man would like to replace the sensor Heating.",0.70967741935484,0.63605442176871,"lelaki itu mahu menggantikan sensor pemanasan.","the man wanted to replace the warming sensors.",0.88888888888889,0.66167290886392,"orang yang ingin menggantikan pemanasan sensor .","people who want to replace the heating sensor .",0.79120879120879,0.5679012345679
﻿en-ms,"the headquarters resides in Prague .","Ibu menetap di Prague.","The mother lives in Prague.",0.57142857142857,0.25423728813559,"ibu pejabat tinggal di Prague.","headquarters resides in Prague.",0.92537313432836,0.64655172413793,"ibu pejabat tinggal di Praha .","the headquarters of the stay in Prague .",0.81578947368421,0.90725806451613
﻿en-ms,"the organisation was placed in the trusty hands of Anja Schlichter .","pertubuhan ini telah diletakkan di tangan dipercayai Anja Schlichter.","This establishment was placed in the hands of trusted Anja Schlichter.",0.71014492753623,0.59020483193277,"organisasi itu diletakkan di tangan yang dipercayai oleh Anja Schlichter.","the organization was placed in the hands of Anja Schlichter.",0.921875,0.72923205691567,"organisasi telah diletakkan di trusty tangan Anja Schlichter .","the organization has been placed in the trusty hands of Anja Schlichter .",0.93617021276596,0.81528925619835
﻿en-ms,"we are not an island . we are dependent .","tidak, kami adalah sebuah pulau. kami adalah bergantung.","No, we are an island. We are dependent.",0.85,0.5841316118284,"kita bukan sebuah pulau. kita bergantung.","we are not an island. we depend.",0.87671232876712,0.52691867124857,"kita bukanlah sebuah pulau . kita bergantung .","we are not an island . we depends .",0.89473684210526,0.75757575757576
﻿en-ms,"80 % do not have the "" bac "" and out of the 2.3 million students only 10 000 are handicapped .","80% tidak mempunyai ""bac"" dan daripada 2.3 juta pelajar 10 000 sahaja yang Kurang Upaya.","80% do not have a ""bac"" and from 2.3 million only 10 000 students with disabilities.",0.68539325842697,0.3984942886812,"80% tidak mempunyai ""bac"" dan daripada 2.3 juta pelajar hanya 10 000 orang cacat.","80% do not have ""bac"" and from 2.3 million students only 10 000 disabled.",0.80239520958084,0.48218029350105,"80 % tidak ada yang "" bac "" dan keluar dari 2.3 juta pelajar hanya 10 000 cacat .","80 % do not have a "" bac "" and out of the 2.3 million students only 10 000 deformed .",0.88268156424581,0.80433600222619
﻿en-ms,"a young aristocrat sent to a convent by her family .","aristocrat muda yang dihantar ke convent yang oleh keluarganya.","Aristocrat young sent to the convent by her family.",0.79611650485437,0.69444444444444,"seorang bangsawan muda yang dihantar ke biara oleh keluarganya.","a young nobleman sent to the monastery by his family.",0.66666666666667,0.39118246687054,"seorang bangsawan muda dihantar ke biara oleh keluarganya .","a young aristocrat sent to a convent by her family .",1,0.99699474079639
﻿en-ms,"even close allies keep things from one another .","sekutu rapat malah menjaga perkara-perkara antara satu sama lain.","a close ally but also keeping things from each other.",0.73267326732673,0.16483516483516,"walaupun sekutu rapat menyimpan perkara dari satu sama lain.","even if a close ally keeps things from each other.",0.81632653061224,0.21978021978022,"lebih dekat sekutu menjaga hal-hal dari satu sama lain .","even close allies keep things from one another .",1,0.99451303155007
﻿en-ms,"you may be lied to anywhere from 10 to 200 times .","anda mungkin boleh berbohong kepada mana-mana sahaja dari 10 hingga 200 times.","You may be able to lie to anywhere from 10 to 200 times.",0.88679245283019,0.83532545591148,"anda boleh dibohongkan ke mana saja dari 10 hingga 200 kali.","you can be lied to anywhere from 10 to 200 times.",0.94949494949495,0.82899159663866,"anda mungkin berbohong ke mana-mana dari 10 untuk 200 kali .","you may be lied to anywhere from 10 to 200 times .",1,0.99768518518519
﻿en-ms,"how fast the change is implemented will vary by the airline .","berapa pantas perubahan dilaksanakan akan berbeza mengikut syarikat penerbangan.","how fast the changes implemented will vary by airline.",0.93913043478261,0.64102564102564,"seberapa cepat perubahan yang dilaksanakan akan berubah mengikut syarikat penerbangan.","how quickly the changes will take place will change according to the airlines.",0.54676258992806,0.24793388429752,"bagaimana cepat perubahan dilaksanakan akan berbeza oleh syarikat penerbangan .","how fast the change is implemented will vary by airline .",0.96610169491525,0.91499409681228
﻿en-ms,"accompanied by a magnifying glass , Eliazar compared the fingerprints with those of the card .","disertakan dengan kanta pembesar, Eliazar berbanding cap jari itu dengan Kad.","accompanied by a magnifying glass, Eliazar compared with the fingerprint card.",0.84883720930233,0.53451612903226,"disertai dengan kaca pembesar, Eliazar membandingkan cap jari dengan kad.","accompanied by a magnifying glass, Eliazar compared fingerprints with cards.",0.88235294117647,0.5343113676447,"disertai oleh kaca pembesar , Eliazar berbanding sidik jari dengan orang-orang kad .","accompanied by a magnifying glass , Eliazar compared the fingerprints with those cards .",0.95604395604396,0.81080068908696
﻿en-ms,"he was given an official welcome by an army band .","Dia diberikan untuk sambutan rasmi oleh sebuah kumpulan muzik tentera darat.","He was given to official celebration by an army band.",0.81553398058252,0.57912844036697,"dia diberi sambutan rasmi oleh band tentera.","he was given an official response by the military band.",0.8,0.58228796105598,"dia telah diberi selamat datang secara resmi oleh tentera band .","he has been given an official welcome by an army band .",0.93333333333333,0.88873873873874
﻿en-ms,"his addiction to cocaine left him hopelessly compromised and vulnerable to the motives of leading members of organised crime groups .","ketagihan beliau kepada kokain meninggalkan dirinya begitu terjejas dan terdedah kepada motif utama ahli-ahli kumpulan jenayah terancang.","his addiction to cocaine leave himself so affected and vulnerable to the main motive of the group members organized crime.",0.75294117647059,0.53827751196172,"Ketagihannya terhadap kokain menyebabkan dia tidak berkompromi dan mudah terdedah kepada motif anggota terkemuka kumpulan jenayah terancang.","His addiction to cocaine causes him no compromise and is susceptible to the motive of a prominent member of the organized crime group.",0.78651685393258,0.48218029350105,"ketagihan kokain meninggalkan dia begitu dikompromikan dan lemah untuk motif ahli terkemuka kejahatan terorganisir kumpulan .","addiction to cocaine left him so compromised and vulnerable to the motives of leading members of organized crime groups .",0.93700787401575,0.85651840037805
﻿en-ms,"toughening of the law will not prevent the criminal from going to black market .","toughening undang-undang akan menghalang penjenayah daripada black market.","toughening the law will prevent criminals from the black market.",0.84722222222222,0.47467007237122,"penguatkuasaan undang-undang tidak akan menghalang penjenayah dari pergi ke pasaran gelap.","Law enforcement will not prevent criminals from going to the black market.",0.75324675324675,0.63775510204082,"menguatkan undang-undang tidak akan mencegah jenayah dari pergi ke pasar gelap .","strengthen the law will not prevent a criminal from going into the black market .",0.85714285714286,0.77106481481481
﻿en-ms,"when cannon fire is heard , and you are a woman with children , do you stay or flee ?","apabila tembakan meriam itu mendengar, dan anda seorang wanita dengan kanak-kanak, anda Jangan tinggal atau melarikan diri?","When the gun shots heard, and you are a woman with a child, you Don't stay or escape?",0.72941176470588,0.51627384960718,"apabila tembakan meriam didengar, dan anda seorang wanita dengan anak-anak, adakah anda tinggal atau melarikan diri?","when gunfire is heard, and you are a woman with children, do you live or escape?",0.84848484848485,0.58597995411182,"ketika meriam api mendengar , dan anda adalah seorang wanita dengan anak-anak , apakah anda tinggal atau melarikan diri ?","when the cannon fire heard , and you are a woman with children , would you stay or escape ?",0.89772727272727,0.80570934256055
﻿en-ms,"John Edwards has been charged with campaign finance violations .","John Edwards telah didakwa dengan pelanggaran kewangan kempen.","John Edwards has been charged with violations of the financial campaign.",0.69117647058824,0.74257425742574,"John Edwards telah didakwa dengan pelanggaran kewangan kempen.","John Edwards has been charged with campaign fraud.",0.82456140350877,0.70595585172845,"John Edwards telah dikenakan dengan kewangan kempen pelanggaran .","John Edwards has been charged with campaign finance violations .",1,0.996
﻿en-ms,"UBS also agreed to pay 780 million dollars .","UBS juga bersetuju untuk membayar 780 juta dolar.","UBS also agreed to pay 780 million dollars.",0.98850574712644,0.89185393258427,"UBS juga bersetuju membayar 780 juta dolar.","UBS also agreed to pay 780 million dollars.",0.98850574712644,0.89185393258427,"UBS juga setuju untuk membayar 780 juta dolar .","UBS also agreed to pay 780 million dollars .",1,0.99451303155007
﻿en-ms,"í would also try to end all affairs .","í juga akan cuba untuk menamatkan segala urusan.","í will also try to end all affairs.",0.91891891891892,0.75556065122678,"í juga akan cuba mengakhiri segala urusan.","I'll try to end things too.",0.55384615384615,0.29374201787995,"í juga akan cuba untuk mengakhiri semua urusan .","í would also try to wrap up all the affairs .",0.83333333333333,0.81521739130435
﻿en-ms,"a similar effect is achieved by Affleck and his team in the fictitious scenes .","kesan yang sama dicapai oleh Affleck dan pasukannya dalam babak rekaan.","the same effect is achieved by Affleck and his team in the end of the design.",0.75641025641026,0.79286239882266,"Kesan yang sama dicapai oleh Affleck dan pasukannya dalam adegan rekaan.","The same effect was achieved by Affleck and his team in the design scene.",0.80263157894737,0.66208053691275,"kesan yang sama dicapai oleh Affleck dan pasukannya dalam rekaan adegan .","the same effect is achieved by Affleck and his team in the design scene .",0.82894736842105,0.79814814814815
﻿en-ms,"the first reference to the company figures in the November issue of the magazine Problems .","rujukan pertama kepada Syarikat dengan angka dalam isu bulan November majalah masalah.","the first reference to the company figures in the issue of November magazine issue.",0.82758620689655,0.86589382588478,"rujukan pertama kepada tokoh syarikat dalam isu majalah majalah November.","the first reference to the company's figure in the issue of the magazine magazine November.",0.82417582417582,0.79435078709389,"pertama rujukan untuk syarikat itu angka-angka dalam November isu majalah Masalah .","the first reference to the company's figures in the November issue of the magazine Problem .",0.98360655737705,0.87069515306122
﻿en-ms,"article 220 grants Al-Azhar University an advisory role .","Artikel 220 geran Universiti Al-Azhar memainkan peranan penasihat.","Article 220 grant Al-Azhar University plays the role of an advisor.",0.7741935483871,0.46346618357488,"artikel 220 memberi Al-Azhar University sebagai peranan penasihat.","Article 220 provides Al-Azhar University as an advisory role.",0.86440677966102,0.70521541950113,"artikel 220 hibah Universitas Al-Azhar peranan sebagai penasihat .","article 220 grant Al-Azhar University's role as an advisor .",0.85470085470085,0.46855921855922
﻿en-ms,"he said there were "" serious problems .","Beliau berkata terdapat ""masalah yang serius.","He said there is ""a serious problem.",0.85333333333333,0.25316455696203,"beliau berkata terdapat ""masalah yang serius.","he said there was ""a serious problem.",0.89473684210526,0.25316455696203,"katanya ada "" masalah yang serius .","he said there is "" a serious problem .",0.88311688311688,0.63100137174211
﻿en-ms,""" there will be massive impact for the entire Ultra movement , .","""akan ada impak yang besar kepada seluruh pergerakan Ultra.","""there will be a big impact on the rest of the Ultra movement.",0.79365079365079,0.48557692307692,"""akan ada kesan besar untuk keseluruhan pergerakan Ultra,.","""there will be a huge impact for the overall Ultra movement.",0.82258064516129,0.5487060546875,"""ada akan menjadi dampak besar untuk seluruh Ultra pergerakan , .","""there will be a big impact to the whole Ultra movement , .",0.82926829268293,0.52943969610636
﻿en-ms,"connecting will be prohibited .","menyambung tidak boleh dipilih.","connect cannot be selected.",0.55172413793103,0.10204081632653,"penyambungan akan dilarang.","connectivity will be prohibited.",0.88888888888889,0.52154195011338,"menghubungkan akan dilarang .","linking will be prohibited .",0.84745762711864,0.75
﻿en-ms,"in the scene , Peters who recently appeared as a presenter .","dalam senario, Peters yang Tempahan bermuncul sebagai penyampai.","in the Latest scenario, Peters appeared as a presenter.",0.76521739130435,0.48927263212978,"di tempat kejadian, Peters yang baru-baru ini muncul sebagai penyampai.","at the scene, Peters who recently appeared as a presenter.",0.94915254237288,0.72923205691567,"di tempat kejadian , Peters yang baru-baru ini muncul sebagai presenter .","at the scene , Peters recently appeared as a presenter .",0.93103448275862,0.78781512605042
﻿en-ms,"she said the fall of the government at the time was a great negative .","Katanya, kejatuhan Kerajaan pada masa itu adalah negatif yang besar.","He said the fall of the Government at the time was a big negative.",0.91176470588235,0.79907718120805,"Beliau berkata kejatuhan kerajaan pada masa itu adalah negatif yang besar.","He said the fall of the government at that time was a big negative.",0.90510948905109,0.7205058516834,"dia mengatakan jatuh dari kerajaan pada masa adalah negatif .","he says the fall of the government at the time was negative .",0.90076335877863,0.73570471297744
﻿en-ms,"the fact that this article was not amended is a guarantee of their goodwill .","fakta bahawa artikel ini adalah tidak dipinda ialah jaminan muhibah mereka.","the fact that this article is not amended is a guarantee of their goodwill.",0.97368421052632,0.91819613751541,"hakikat bahawa artikel ini tidak dipinda adalah jaminan muhibah mereka.","The fact that this article is not amended is the guarantee of their goodwill.",0.93506493506494,0.91819613751541,"fakta bahwa artikel ini tidak berubah adalah jaminan niat baik mereka .","the fact that this article is not changing is the guarantee of their good intentions .",0.80981595092025,0.83643559700615
﻿en-ms,"the device has been written about before , but Jobs "" euphoria is infectious .","peranti telah ditulis kira-kira sebelum ini, tetapi pekerjaan ""euphoria adalah berjangkit.","device has been written about before, but job ""euphoria was infectious.",0.91275167785235,0.47141890749197,"peranti telah ditulis kira-kira sebelum ini, tetapi Jobs ""euforia adalah berjangkit.","The device has been written roughly before, but Jobs ""euphoria is contagious.",0.86451612903226,0.56360544217687,"peranti yang telah ditulis tentang sebelumnya , tapi Pekerjaan "" keghairahan adalah berjangkit .","the device has been written about before , but a Job "" passion is contagious .",0.85897435897436,0.74503311258278
﻿en-ms,"the Vollmaringen Male Voice Choir got things running .","Koir suara lelaki Vollmaringen mendapat perkara-perkara yang dijalankan.","Male voice choir Vollmaringen getting things done.",0.53846153846154,0.42272727272727,"Choir Suara Lelaki Vollmaringen mendapat perkara yang berjalan.","Male Voice Choir Vollmaringen got things going.",0.63366336633663,0.58080808080808,"itu Vollmaringen Lelaki Suara paduan suara punya sesuatu yang berjalan .","the Vollmaringen Male Voice choir have something running .",0.875,0.74716553287982
﻿en-ms,"it contains few big names ; there are almost no ambassadors .","Ia mengandungi beberapa nama besar; Terdapat hampir tiada Duta.","It contains some big names; There is almost no Ambassador.",0.84033613445378,0.40643375994466,"ia mengandungi beberapa nama besar; hampir tidak ada duta besar.","it contains some big names; almost no ambassadors.",0.84684684684685,0.49349049964814,"ia mengandungi beberapa nama-nama besar ; hampir tidak ada duta besar .","it contains some of the big names ; almost no ambassador .",0.82352941176471,0.58528645833333
﻿en-ms,"these five companies have created a joint enterprise , delegated to operate the gasduct .","lima Syarikat ini telah mewujudkan sebuah perusahaan yang bersama, yang ditugaskan untuk mengendalikan gasduct ini.","five Companies were creating a joint enterprise, who are assigned to handle this gasduct.",0.71910112359551,0.32187371592932,"lima syarikat ini telah mewujudkan sebuah syarikat bersama, yang diwakilkan untuk mengendalikan sisa gas.","these five companies have created a joint company, delegated to handle gas residues.",0.77456647398844,0.58141474808141,"ini lima syarikat telah mencipta bersama perusahaan , yang diwakilkan untuk mengendalikan gasduct .","these five companies have created a joint enterprise , which is delegated to handle the gasduct .",0.90322580645161,0.9000738453276
﻿en-ms,"since the inquiry opened , the Ministry of Transport saved a billion dollars on contracts !","sejak siasatan itu dibuka, Kementerian Pengangkutan menyelamatkan bilion dolar kontrak!","Since the inquiry opened, the Ministry of transport saved billion dollar contract!",0.92485549132948,0.60096153846154,"sejak siasatan dibuka, Kementerian Pengangkutan menyelamatkan satu bilion dolar dalam kontrak!","since the investigation has opened, the Transport Ministry saved a billion dollars in the contract!",0.74736842105263,0.55876085035605,"sejak pertanyaan dibuka , Kementerian Pengangkutan disimpan satu miliar dolar di kontrak !","since the inquiry opened , the Ministry of Transport saved a billion dollars in contracts !",0.98901098901099,0.92013888888889
﻿en-ms,"it wasn 't just the diet that convinced me , but also my choice of shoes .","Ia wasn 't sahaja diet yang meyakinkan saya, tetapi juga pilihan kasut saya.","It wasn't only a convincing me, but also a selection of my shoe.",0.65217391304348,0.18072289156627,"ia bukan diet yang meyakinkan saya, tetapi juga pilihan saya kasut.","it's not a diet that convinces me, but also my choice of shoes.",0.84671532846715,0.49568644950171,"itu bukan 't hanya diet yang meyakinkan diriku , tapi juga saya pilihan kasut .","it's not a 't just a diet convince me , but also my choice of footwear .",0.80821917808219,0.59455517744288
﻿en-ms,"the problems facing the latest alterations were much greater . the building was "" an energy guzzler "" .","masalah yang dihadapi oleh perubahan Tempahan adalah lebih besar. bangunan ini adalah ""guzzler tenaga"".","problems faced by change of Reservation is greater. the building is ""energy guzzler"".",0.72340425531915,0.16304347826087,"masalah yang dihadapi oleh perubahan terbaru adalah lebih besar. bangunan itu adalah ""pemancung tenaga"".","the problems faced by recent changes are greater. the building is a ""power buffer"".",0.59139784946237,0.13513513513514,"masalah menghadapi terkini perubahan lebih besar . bangunan ini adalah ""tenaga pemabuk"" .","the problem of coping with the latest changes greater . this building is ""energy drunk"" .",0.70833333333333,0.21390374331551
﻿en-ms,"physicians perceive changes in the structure of space-time .","pakar perubatan anggap perubahan dalam struktur Ruang-masa.","physicians consider a change in the structure of Space-time.",0.85,0.625,"pakar perubatan merasakan perubahan struktur ruang masa.","Medical experts feel the change of time structure structure.",0.58333333333333,0.22222222222222,"doktor melihat perubahan dalam struktur ruang-waktu .","doctor see a change in the structure of space-time .",0.75,0.64713064713065
﻿en-ms,"who come from the United States and Europe to join Bwelle on his missions .","yang datang dari Amerika Syarikat dan Eropah untuk menyertai Bwelle ke misi beliau.","coming from the United States and Europe to join his mission to Bwelle.",0.80821917808219,0.72537413446504,"yang datang dari Amerika Syarikat dan Eropah untuk menyertai Bwelle pada misi-misinya.","who came from the United States and Europe to join Bwelle on his missions.",0.97986577181208,0.86712203645606,"yang datang dari Amerika Serikat dan Eropa untuk menyertai Bwelle pada misi-nya .","coming from the United States and Europe to join Bwelle on his missions .",0.94594594594595,0.87089472221119
﻿en-ms,"courses will require pupils to study at least one Shakespeare play .","Kursus akan memerlukan murid-murid untuk belajar sekurang-kurangnya seorang Shakespeare Main.","The course will require students to learn at least one Shakespeare play.",0.81428571428571,0.625,"kursus akan memerlukan murid belajar sekurang-kurangnya satu permainan Shakespeare.","the course will require students to study at least one Shakespeare game.",0.84285714285714,0.64908854166667,"kursus akan memerlukan murid-murid untuk belajar sekurang-kurangnya satu Shakespeare bermain .","the course will require pupils to study at least one Shakespeare play .",0.96402877697842,0.90635885526945
﻿en-ms,"my government has a great commitment to the Mexican people .","Kerajaan saya mempunyai satu komitmen yang besar kepada rakyat Mexico.","My Government has a huge commitment to the people of Mexico.",0.78333333333333,0.68181818181818,"kerajaan saya mempunyai komitmen yang besar kepada rakyat Mexico.","My government has a great commitment to the people of Mexico.",0.84297520661157,0.8030303030303,"kerajaan saya mempunyai komitmen yang besar kepada orang-orang Mexico .","my government has a great commitment to the Mexican people .",1,0.99699474079639
﻿en-ms,"the secretary of defense painted a bleak picture of what could lie ahead .","Menteri Pertahanan dilukis gambar suram apa boleh mendatang.","Minister of defence painted a picture of grim what can lie ahead.",0.74820143884892,0.45742753623188,"setiausaha pertahanan melukis gambar yang suram tentang apa yang boleh dibentangkan.","the defense secretary painted a gloomy picture of what could be laid out.",0.73469387755102,0.42010835775824,"setiausaha pertahanan dicat suram gambaran apa yang bisa berada di hadapan .","secretary of defense painted a bleak picture of what could lie ahead .",0.97222222222222,0.93354901877315
﻿en-ms,"Airbus is appealing to the public ahead of the Dubai Airshow , where the","Airbus ini merayu kepada orang ramai akan datang daripada pameran Dubai, di mana dalam","Airbus is appealing to members of the public will come from Dubai exhibition, in which",0.64556962025316,0.44769503546099,"Airbus menarik kepada orang ramai di hadapan Pameran Udara Dubai, di mana","Airbus attracts the public in front of the Dubai Air Show, where",0.69117647058824,0.34753031647442,"Airbus adalah menarik untuk orang awam ke depan Dubai pertunjukan udara , di mana","Airbus is interesting to the public ahead of the Dubai airshow , where",0.87323943661972,0.83208433253397
﻿en-ms,"Saeda feels abandoned .","Saeda berasa ditinggalkan.","Saeda feel abandoned.",0.95454545454545,0.25641025641026,"Saeda merasakan ditinggalkan.","Saeda felt abandoned.",0.90909090909091,0.25641025641026,"Saeda merasa ditinggalkan .","Saeda feels abandoned .",1,0.9375
﻿en-ms,"a Chinese newspaper that made a front-page appeal for the release of a reporter accused of defamation is to be overhauled .","Akhbar Cina yang dibuat rayuan pembebasan seorang wartawan yang dituduh fitnah yang front-page dijangka akan dibaik-pulih.","Chinese newspaper made the appeal the release of a journalist who was accused of defamation a front-page is expected to be overhauled.",0.73929961089494,0.72481762065095,"akhbar Cina yang membuat rayuan muka depan untuk melepaskan seorang wartawan yang dituduh fitnah adalah perlu dirombak.","the Chinese newspaper who made the front cover to release a journalist accused of defamation had to be revamped.",0.71489361702128,0.41760968559976,"Cina akhbar yang membuat halaman depan merayu untuk melepaskan seorang wartawan dituduh fitnah akan pulih .","The chinese newspaper made a front page appeal for the release of a journalist accused of defamation to be recovered .",0.84647302904564,0.73580761877676
﻿en-ms,"is it the traditional way of life that keeps the people young ?","Adakah ia cara tradisi hidup yang mengekalkan orang-orang muda?","Is it the traditional way of life that sustain young people?",0.78048780487805,0.75625,"adakah ia cara hidup tradisional yang membuat orang muda menjadi muda?","is it a traditional way of life that makes young people become young?",0.81818181818182,0.72115384615385,"itu cara tradisional kehidupan yang membuat orang-orang muda ?","the traditional way of life that makes people-young people ?",0.76422764227642,0.61331200787402
﻿en-ms,"Modolo believes that simplifying the valley side can be understood as a park .","Modolo percaya bahawa memudahkan sebelah Lembah boleh difahami sebagai Taman.","Modolo believes that facilitate the next Valley can be understood as a Garden.",0.78205128205128,0.67446043165468,"Modolo percaya bahawa memudahkan bahagian lembah dapat difahami sebagai sebuah taman.","Modolo believes that facilitating the valley part can be understood as a park.",0.87179487179487,0.77234080504192,"Modolo percaya bahawa memudahkan lembah sebelah boleh memahami sebagai taman .","Modolo believe that the ease of the valley side can be understood as a garden .",0.84076433121019,0.81450508607199
﻿en-ms,"the only difference between the packs , are the brand names , and these are all printed in identical small font .","satu-satunya perbezaan antara pek, adalah nama-nama jenama, dan ini semua dicetak dalam tulisan kecil yang serupa.","the only difference between a pack, are brand names, and this all comes in small writing similar.",0.74285714285714,0.31943109744378,"satu-satunya perbezaan di antara pek, adalah nama jenama, dan semua ini dicetak dalam font kecil yang serupa.","the only difference between the packs, is the brand name, and all of these are printed in similar small fonts.",0.8609865470852,0.55239551478084,"satu-satunya perbedaan antara pek , jenama nama , dan ini semua dicetak dalam sama font kecil .","the only difference between the packs , the brand name , and this is all printed in identical small font .",0.94063926940639,0.79774790010711
﻿en-ms,"you can take a peaceful stroll .","anda boleh berjalan-jalan damai.","You can stroll peacefully.",0.6551724137931,0.22388059701493,"anda boleh berjalan-jalan dengan aman.","you can walk around safely.",0.57627118644068,0.14705882352941,"anda boleh mengambil aman berjalan-jalan .","you can take a peaceful walk .",0.87096774193548,0.84126984126984
﻿en-ms,"Germany had initially signalled that it would vote against the Palestinians ' application .","Jerman pada mulanya telah signalled bahawa ia akan mengundi terhadap permohonan rakyat Palestin.","Germany initially has signalled that it will vote against the application of the Palestinians.",0.74594594594595,0.63459268004723,"Jerman pada mulanya memberi isyarat bahawa ia akan mengundi terhadap permohonan Palestin.","Germany initially signaled that it would vote against Palestine's application.",0.89940828402367,0.46415441176471,"Jerman telah mulanya menandakan bahwa ia akan mengundi terhadap orang-orang Palestina .","Germany had initially marked that it will vote against the people of Palestine .",0.74853801169591,0.58774250440917
﻿en-ms,"the other has a boyish figure without proper curves .","satu lagi mempunyai seorang tokoh yang boyish tanpa lengkung yang betul.","another had a boyish figure without the correct curve.",0.78504672897196,0.45050505050505,"yang lain mempunyai angka budak tanpa lengkungan yang betul.","others have the correct number of slaves with no arches.",0.45871559633028,0.05,"yang lain-lain telah angka anak laki-laki tanpa betul lengkung .","the other has a boyish figure without the right curve .",0.87037037037037,0.88619973108422
